model;difficulty_score;difficulty_score_article;difficulty_score_article_capped_100
model_2717;33,151405;24,061224;24,061224
model_2718;33,502840;24,826531;24,826531
model_2719;33,502840;24,826531;24,826531
model_272;43,373018;30,622449;30,622449
model_2720;37,187263;30,928571;30,928571
model_2721;16,157143;1,887755;1,887755
model_2722;11,638533;2,000000;2,000000
model_2723;9,453828;2,000000;2,000000
model_2724;13,389752;3,173469;3,173469
model_2725;16,447910;5,275510;5,275510
model_2726;17,975711;2,887755;2,887755
model_2727;16,570110;4,000000;4,000000
model_2728;24,646211;5,520408;5,520408
model_2729;16,410319;5,408163;5,408163
model_273;47,827348;37,989796;37,989796
model_2730;21,894467;7,530612;7,530612
model_2731;17,597320;4,173469;4,173469
model_2732;17,597320;4,173469;4,173469
model_2733;21,365549;7,020408;7,020408
model_2734;15,714111;3,000000;3,000000
model_2735;11,413559;3,408163;3,408163
model_2736;23,583971;2,295918;2,295918
model_2737;23,583971;2,295918;2,295918
model_2738;17,769043;6,591837;6,591837
model_2739;17,769043;6,591837;6,591837
model_274;45,487174;35,326531;35,326531
model_2740;17,769043;6,591837;6,591837
model_2741;12,982335;3,765306;3,765306
model_2742;12,982335;3,765306;3,765306
model_2743;12,982335;3,765306;3,765306
model_2744;24,196708;2,653061;2,653061
model_2745;39,326474;20,397959;20,397959
model_2746;34,987517;19,489796;19,489796
model_2747;20,029462;1,938776;1,938776
model_2748;19,093005;1,530612;1,530612
model_2749;12,223988;1,765306;1,765306
model_275;47,714861;43,153061;43,153061
model_2750;19,093005;1,530612;1,530612
model_2751;15,291873;1,357143;1,357143
model_2752;19,580499;1,887755;1,887755
model_2753;22,722496;2,295918;2,295918
model_2754;10,355322;2,000000;2,000000
model_2755;22,117840;2,704082;2,704082
model_2756;22,117840;2,704082;2,704082
model_2757;11,835362;2,765306;2,765306
model_2758;22,142647;3,112245;3,112245
model_2759;22,142647;3,112245;3,112245
model_276;18,313938;4,295918;4,295918
model_2760;31,418910;4,591837;4,591837
model_2761;29,902592;5,714286;5,714286
model_2762;25,891781;5,642857;5,642857
model_2763;25,043376;4,877551;4,877551
model_2764;16,326848;3,357143;3,357143
model_2765;25,043376;4,877551;4,877551
model_2766;26,710259;8,704082;8,704082
model_2767;21,540408;4,061224;4,061224
model_2768;27,140432;9,112245;9,112245
model_2769;26,710259;8,704082;8,704082
model_277;20,352035;3,877551;3,877551
model_2770;22,381133;7,632653;7,632653
model_2771;13,601977;3,765306;3,765306
model_2772;14,753406;4,295918;4,295918
model_2773;13,903581;4,173469;4,173469
model_2774;21,221796;13,336735;13,336735
model_2775;23,878556;3,826531;3,826531
model_2776;29,156304;13,112245;13,112245
model_2777;29,484404;7,397959;7,397959
model_2778;29,484404;7,397959;7,397959
model_2779;29,484404;7,397959;7,397959
model_278;20,352035;3,877551;3,877551
model_2780;61,444614;62,173469;62,173469
model_2781;9,312933;2,530612;2,530612
model_2782;9,312933;2,530612;2,530612
model_2783;36,606312;11,030612;11,030612
model_2784;5,298395;1,775510;1,775510
model_2785;29,513258;11,020408;11,020408
model_2786;14,108493;5,591837;5,591837
model_2787;11,578762;1,591837;1,591837
model_2788;11,578762;1,591837;1,591837
model_2789;11,578762;1,591837;1,591837
model_279;20,352035;3,877551;3,877551
model_2790;11,578762;1,591837;1,591837
model_2791;25,233072;5,938776;5,938776
model_2792;28,770201;15,704082;15,704082
model_2793;29,977631;3,765306;3,765306
model_2794;34,833144;7,989796;7,989796
model_2795;78,129766;139,581633;100,000000
model_2796;74,266262;113,469388;100,000000
model_2797;12,012102;1,408163;1,408163
model_2798;15,754814;2,469388;2,469388
model_2799;10,940778;1,765306;1,765306
model_28;39,347226;20,357143;20,357143
model_280;20,352035;3,877551;3,877551
model_2800;20,633577;0,765306;0,765306
model_2801;17,919855;0,765306;0,765306
model_2802;17,919855;0,765306;0,765306
model_2803;21,628948;6,979592;6,979592
model_2804;26,313197;5,642857;5,642857
model_2805;30,826251;7,520408;7,520408
model_2806;12,488259;3,173469;3,173469
model_2807;12,488259;3,173469;3,173469
model_2808;12,488259;3,173469;3,173469
model_2809;48,399897;27,897959;27,897959
model_281;20,352035;3,877551;3,877551
model_2810;62,103756;65,581633;65,581633
model_2811;62,766462;65,581633;65,581633
model_2812;51,014152;19,520408;19,520408
model_2813;47,397094;59,693878;59,693878
model_2814;51,492129;54,816327;54,816327
model_2815;66,384271;118,571429;100,000000
model_2816;66,384271;118,571429;100,000000
model_2817;45,570791;35,418367;35,418367
model_2818;57,330689;59,448980;59,448980
model_2819;68,834613;64,663265;64,663265
model_282;20,352035;3,877551;3,877551
model_2820;68,802877;64,897959;64,897959
model_2821;39,787196;18,908163;18,908163
model_2822;74,653955;239,377551;100,000000
model_2823;75,373264;239,785714;100,000000
model_2824;37,560872;28,408163;28,408163
model_2825;37,560872;28,408163;28,408163
model_2826;71,177279;87,020408;87,020408
model_2827;64,653595;77,459184;77,459184
model_2828;64,653595;77,459184;77,459184
model_2829;64,797746;77,928571;77,928571
model_283;20,352035;3,877551;3,877551
model_2830;64,797746;77,928571;77,928571
model_2831;61,866334;72,000000;72,000000
model_2832;61,866334;72,000000;72,000000
model_2833;77,798709;227,326531;100,000000
model_2834;77,284930;248,714286;100,000000
model_2835;64,600354;88,051020;88,051020
model_2836;64,600354;88,051020;88,051020
model_2837;64,632471;88,408163;88,408163
model_2838;36,650781;37,326531;37,326531
model_2839;38,140968;4,081633;4,081633
model_284;20,352035;3,877551;3,877551
model_2840;41,109240;76,561224;76,561224
model_2841;64,901541;149,857143;100,000000
model_2842;59,096831;138,326531;100,000000
model_2843;58,420323;120,632653;100,000000
model_2844;58,420323;120,632653;100,000000
model_2845;54,453416;302,714286;100,000000
model_2846;75,379967;250,561224;100,000000
model_2847;75,379967;250,561224;100,000000
model_2848;39,192940;79,877551;79,877551
model_2849;74,724043;237,051020;100,000000
model_285;20,352035;3,877551;3,877551
model_2850;67,291509;264,030612;100,000000
model_2851;66,218659;106,673469;100,000000
model_2852;66,218659;106,673469;100,000000
model_2853;44,430619;92,234694;92,234694
model_2854;44,430619;92,234694;92,234694
model_2855;42,764117;85,397959;85,397959
model_2856;52,970557;111,357143;100,000000
model_2857;31,759550;38,163265;38,163265
model_2858;32,745115;42,275510;42,275510
model_2859;32,906286;42,510204;42,510204
model_286;20,352035;3,877551;3,877551
model_2860;46,791095;149,897959;100,000000
model_2861;38,140968;4,081633;4,081633
model_2862;11,898064;1,183673;1,183673
model_2863;38,917993;42,928571;42,928571
model_2864;49,145906;153,367347;100,000000
model_2865;43,225145;85,683673;85,683673
model_2866;43,225145;85,683673;85,683673
model_2867;66,895695;105,510204;100,000000
model_2868;34,189533;13,081633;13,081633
model_2869;22,896124;3,653061;3,653061
model_287;20,352035;3,877551;3,877551
model_2870;34,224778;15,989796;15,989796
model_2871;22,896124;3,653061;3,653061
model_2872;22,896124;3,653061;3,653061
model_2873;22,896124;3,653061;3,653061
model_2874;56,590175;111,846939;100,000000
model_2875;47,148393;59,234694;59,234694
model_2876;49,556186;76,255102;76,255102
model_2877;48,084495;32,551020;32,551020
model_2878;26,905111;18,846939;18,846939
model_2879;85,709143;261,642857;100,000000
model_288;20,352035;3,877551;3,877551
model_2880;66,574213;106,653061;100,000000
model_2881;43,469590;64,040816;64,040816
model_2882;32,002908;4,081633;4,081633
model_2883;21,272934;5,775510;5,775510
model_2884;22,793726;4,653061;4,653061
model_2885;22,793726;4,653061;4,653061
model_2886;32,035102;8,173469;8,173469
model_2887;28,880040;17,622449;17,622449
model_2888;27,427881;6,765306;6,765306
model_2889;27,087929;6,765306;6,765306
model_289;20,817813;5,459184;5,459184
model_2890;27,087929;6,765306;6,765306
model_2891;22,378339;4,887755;4,887755
model_2892;39,344473;17,163265;17,163265
model_2893;27,250504;23,918367;23,918367
model_2894;30,117133;15,418367;15,418367
model_2895;30,672138;16,306122;16,306122
model_2896;32,742757;18,765306;18,765306
model_2897;74,542009;138,673469;100,000000
model_2898;81,666621;229,010204;100,000000
model_2899;55,094603;79,091837;79,091837
model_29;28,826376;7,632653;7,632653
model_290;20,817813;5,459184;5,459184
model_2900;27,905683;6,418367;6,418367
model_2901;27,905683;6,418367;6,418367
model_2902;27,905683;6,418367;6,418367
model_2903;27,905683;6,418367;6,418367
model_2904;27,905683;6,418367;6,418367
model_2905;27,905683;6,418367;6,418367
model_2906;27,905683;6,418367;6,418367
model_2907;22,793726;4,653061;4,653061
model_2908;16,818700;6,295918;6,295918
model_2909;16,818700;6,295918;6,295918
model_291;20,817813;5,459184;5,459184
model_2910;19,484403;6,000000;6,000000
model_2911;24,695795;11,632653;11,632653
model_2912;19,701035;5,061224;5,061224
model_2913;29,198087;18,795918;18,795918
model_2914;20,278401;8,826531;8,826531
model_2915;33,684874;17,693878;17,693878
model_2916;20,278401;8,826531;8,826531
model_2917;63,332966;70,000000;70,000000
model_2918;63,528310;70,408163;70,408163
model_2919;60,390903;51,448980;51,448980
model_292;20,817813;5,459184;5,459184
model_2920;15,852986;5,295918;5,295918
model_2921;15,852986;5,295918;5,295918
model_2922;18,963448;5,530612;5,530612
model_2923;20,278401;8,826531;8,826531
model_2924;20,278401;8,826531;8,826531
model_2925;20,278401;8,826531;8,826531
model_2926;20,278401;8,826531;8,826531
model_2927;20,278401;8,826531;8,826531
model_2928;20,278401;8,826531;8,826531
model_2929;20,278401;8,826531;8,826531
model_293;21,234946;5,816327;5,816327
model_2930;25,090881;8,826531;8,826531
model_2931;21,142574;10,295918;10,295918
model_2932;20,278401;8,826531;8,826531
model_2933;22,485851;10,295918;10,295918
model_2934;25,455384;10,653061;10,653061
model_2935;24,149887;11,122449;11,122449
model_2936;26,582296;18,346939;18,346939
model_2937;27,060050;16,683673;16,683673
model_2938;68,955319;80,510204;80,510204
model_2939;30,527085;8,479592;8,479592
model_294;21,234946;5,816327;5,816327
model_2940;30,527085;8,479592;8,479592
model_2941;24,271774;8,479592;8,479592
model_2942;24,271774;8,479592;8,479592
model_2943;30,527085;8,479592;8,479592
model_2944;24,271774;8,479592;8,479592
model_2945;34,215950;16,785714;16,785714
model_2946;15,852986;5,295918;5,295918
model_2947;15,852986;5,295918;5,295918
model_2948;42,150232;27,459184;27,459184
model_2949;14,639117;5,591837;5,591837
model_295;23,446631;5,642857;5,642857
model_2950;18,212678;7,530612;7,530612
model_2951;45,268976;49,336735;49,336735
model_2952;45,447284;50,102041;50,102041
model_2953;36,255486;38,000000;38,000000
model_2954;18,057669;6,469388;6,469388
model_2955;19,227925;7,295918;7,295918
model_2956;19,227925;7,295918;7,295918
model_2957;19,227925;7,295918;7,295918
model_2958;19,227925;7,295918;7,295918
model_2959;19,227925;7,295918;7,295918
model_296;30,638790;7,571429;7,571429
model_2960;19,227925;7,295918;7,295918
model_2961;19,227925;7,295918;7,295918
model_2962;19,227925;7,295918;7,295918
model_2963;15,132606;0,357143;0,357143
model_2964;9,332228;1,826531;1,826531
model_2965;18,271294;1,479592;1,479592
model_2966;8,483087;2,367347;2,367347
model_2967;22,678045;4,061224;4,061224
model_2968;46,183665;19,530612;19,530612
model_2969;39,350511;39,265306;39,265306
model_297;30,638790;7,571429;7,571429
model_2970;16,857918;2,704082;2,704082
model_2971;10,784684;0,826531;0,826531
model_2972;10,784684;0,826531;0,826531
model_2973;24,909755;7,877551;7,877551
model_2974;46,079602;43,826531;43,826531
model_2975;46,079602;43,826531;43,826531
model_2976;49,096594;39,724490;39,724490
model_2977;69,507787;179,214286;100,000000
model_2978;69,507787;179,214286;100,000000
model_2979;20,399706;12,918367;12,918367
model_298;21,035760;3,877551;3,877551
model_2980;33,454691;10,408163;10,408163
model_2981;38,310327;18,928571;18,928571
model_2982;43,282929;19,632653;19,632653
model_2983;23,821498;5,918367;5,918367
model_2984;16,758186;5,224490;5,224490
model_2985;17,895670;7,632653;7,632653
model_2986;22,507389;11,510204;11,510204
model_2987;25,482637;13,734694;13,734694
model_2988;25,482637;13,734694;13,734694
model_2989;37,736041;83,897959;83,897959
model_299;36,800221;13,020408;13,020408
model_2990;38,350172;91,663265;91,663265
model_2991;38,350172;91,663265;91,663265
model_2992;37,736041;83,897959;83,897959
model_2993;36,238916;21,612245;21,612245
model_2994;40,809650;21,479592;21,479592
model_2995;24,662620;5,183673;5,183673
model_2996;22,955895;4,061224;4,061224
model_2997;22,474064;5,418367;5,418367
model_2998;20,644503;5,418367;5,418367
model_2999;18,522390;4,530612;4,530612
model_3;26,047066;7,867347;7,867347
model_30;32,751174;12,173469;12,173469
model_300;42,279502;21,918367;21,918367
model_3000;23,745850;4,775510;4,775510
model_3001;20,841853;6,367347;6,367347
model_3002;32,002908;4,081633;4,081633
model_3003;40,512070;91,510204;91,510204
model_3004;44,972769;74,000000;74,000000
model_3005;44,208113;75,030612;75,030612
model_3006;49,918106;99,214286;99,214286
model_3007;50,181991;102,969388;100,000000
model_3008;50,270033;102,377551;100,000000
model_3009;50,348796;102,377551;100,000000
model_301;42,554617;21,918367;21,918367
model_3010;50,348796;102,377551;100,000000
model_3011;50,348796;102,377551;100,000000
model_3012;50,309763;102,377551;100,000000
model_3013;50,348796;102,377551;100,000000
model_3014;50,270033;102,377551;100,000000
model_3015;50,266595;103,377551;100,000000
model_3016;57,120102;96,816327;96,816327
model_3017;45,223803;144,826531;100,000000
model_3018;72,322501;149,469388;100,000000
model_3019;56,474665;101,795918;100,000000
model_302;42,554617;21,918367;21,918367
model_3020;51,150399;96,153061;96,153061
model_3021;38,125245;47,326531;47,326531
model_3022;68,101247;194,622449;100,000000
model_3023;68,101247;194,622449;100,000000
model_3024;68,151506;197,030612;100,000000
model_3025;59,581042;180,704082;100,000000
model_3026;58,059177;178,387755;100,000000
model_3027;57,188318;176,367347;100,000000
model_3028;57,212863;177,775510;100,000000
model_3029;68,087620;194,265306;100,000000
model_303;19,445375;3,642857;3,642857
model_3030;68,087620;194,265306;100,000000
model_3031;36,853147;45,704082;45,704082
model_3032;36,853147;45,704082;45,704082
model_3033;10,784684;0,826531;0,826531
model_3034;14,247980;3,408163;3,408163
model_3035;14,247980;3,408163;3,408163
model_3036;26,133032;6,877551;6,877551
model_3037;26,860215;8,112245;8,112245
model_3038;49,035387;36,255102;36,255102
model_3039;40,797335;19,877551;19,877551
model_304;19,445375;3,642857;3,642857
model_3040;42,310087;38,693878;38,693878
model_3041;42,212025;38,285714;38,285714
model_3042;27,585981;15,357143;15,357143
model_3043;58,415243;128,714286;100,000000
model_3044;67,625718;106,275510;100,000000
model_3045;39,410104;39,479592;39,479592
model_3046;11,920910;3,408163;3,408163
model_3047;46,973903;41,918367;41,918367
model_3048;38,324622;18,642857;18,642857
model_3049;23,330767;4,887755;4,887755
model_305;23,058695;5,408163;5,408163
model_3050;29,357745;9,530612;9,530612
model_3051;27,541779;11,653061;11,653061
model_3052;35,276793;28,581633;28,581633
model_3053;34,357704;8,877551;8,877551
model_3054;34,357704;8,877551;8,877551
model_3055;23,350719;16,816327;16,816327
model_3056;15,530786;5,530612;5,530612
model_3057;29,756631;11,826531;11,826531
model_3058;46,897404;40,010204;40,010204
model_3059;30,487373;17,204082;17,204082
model_306;23,058695;5,408163;5,408163
model_3060;30,487373;17,204082;17,204082
model_3061;36,048346;19,846939;19,846939
model_3062;47,955592;29,908163;29,908163
model_3063;45,828464;29,204082;29,204082
model_3064;47,209023;32,938776;32,938776
model_3065;47,507815;26,285714;26,285714
model_3066;47,812513;32,510204;32,510204
model_3067;47,812513;32,510204;32,510204
model_3068;49,387552;31,765306;31,765306
model_3069;63,293338;162,785714;100,000000
model_307;23,058695;5,408163;5,408163
model_3070;41,790455;38,438776;38,438776
model_3071;38,225466;47,693878;47,693878
model_3072;43,223993;20,183673;20,183673
model_3073;43,223993;20,183673;20,183673
model_3074;43,223993;20,183673;20,183673
model_3075;43,223993;20,183673;20,183673
model_3076;43,576881;20,591837;20,591837
model_3077;24,042714;14,418367;14,418367
model_3078;45,289034;18,479592;18,479592
model_3079;46,876293;37,122449;37,122449
model_308;18,892045;4,112245;4,112245
model_3080;48,633904;37,377551;37,377551
model_3081;48,294470;35,561224;35,561224
model_3082;48,294470;35,561224;35,561224
model_3083;25,636419;35,857143;35,857143
model_3084;50,389421;76,663265;76,663265
model_3085;45,610142;104,367347;100,000000
model_3086;46,164395;22,459184;22,459184
model_3087;81,035025;438,234694;100,000000
model_3088;90,272705;345,938776;100,000000
model_3089;41,083230;23,132653;23,132653
model_309;24,561948;4,112245;4,112245
model_3090;17,539452;7,653061;7,653061
model_3091;17,250139;7,295918;7,295918
model_3092;17,250139;7,295918;7,295918
model_3093;17,539452;7,653061;7,653061
model_3094;23,799429;7,346939;7,346939
model_3095;23,799429;7,346939;7,346939
model_3096;25,172003;7,122449;7,122449
model_3097;31,772932;9,591837;9,591837
model_3098;15,800239;6,173469;6,173469
model_3099;20,144188;7,581633;7,581633
